Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude,Cluster,2024,2025,2026,2027,2028
FIAKON EXIM LLP,"AREEKODE mukkom road, pallippadi, 62XW+377, Pathanapuram, Kizhuparamba, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,0,227350,0,Ernad,Malappuram,11.22386356,76.05105862,3,1538.797768,3618.198987,0,0,0
FRESCO EXPORTERS LLP,"30/375 Manakkadavan Building Kuruppath, Kondotty Post Malappuram Dt, Kondotty, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,694371,1248132,Ernad,Malappuram,11.14718034,75.96500935,3,1245585.879,1258413.159,1255695.441,1256407.475,1239214.208
HI - LOOMS TECHNOLOGIES LLP,"326W+7C2, Inkel City, Malappuram, Kerala 676519, India",Kerala,676519,0,0,0,0,0,0,0,628,3798,Ernad,Malappuram,11.05071221,76.03817599,3,3584.799538,3354.17708,4158.872977,4327.908781,3292.843372
M.S.GOLD TECH,"Pallipadi, Edavannappara, Kerala 673645, India",Kerala,673645,0,0,0,0,0,0,0,2850,0,Ernad,Malappuram,11.23626075,75.97598094,3,0,368.2096337,0,0,0
OSCAR FARM TRADERS,"CENTRE 9/417, PO, near SHIFA DENTAL CLINIC, J,I, Maranchery, Kerala 679581, India",Kerala,679581,0,0,0,0,0,0,0,265410,595917,Ponani,Malappuram,10.7395503,75.97170584,3,598848.561,597195.7054,600591.6905,588460.2774,591043.9972
REGAL EXPORTERS,"Manathparamba Edayur north (po) ,valanchery, Valanchery, Kerala 676552, India",Kerala,676552,0,0,0,0,0,0,0,13030,146468,Tirur,Malappuram,10.90293421,76.05797083,3,149490.5665,144546.4272,147090.3399,143757.957,146823.5503
SILVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,0,8526,11050,Perintalmanna,Malappuram,11.05331471,76.29075262,3,11697.60161,9710.245332,10534.012,11396.81838,10167.77832
ZAHRA HOLIDAYS,"2X2W+34G, Tirur - Malappuram - Manjeri Rd, Choothupara, Kottakkal, Changuvetty, Kerala 676503, India",Kerala,676503,0,0,0,0,0,0,0,162,0,Tirur,Malappuram,10.99830405,76.01255697,3,118.9692144,34.84303575,0,0,15.19727421
AMBIT N  LIFESCIENCES,"Door No 130, Mangattiri, Tirur, Kerala 676105, India",Kerala,676105,0,0,0,0,0,0,0,0,88443,Tirur,Malappuram,10.89965556,75.91357082,3,84779.0491,85338.87048,92428.32196,88372.9235,90556.28817
AYAMON INDIA POLYMERS,"Paloor Kotta, PP 10-520 B-8, PO, INDUSTRIAL DEVELOPMENT PLOT, Palachode, Kerala 679338, India",Kerala,679338,0,0,0,0,0,0,0,0,8172,Perinthalmanna,Malappuram,10.95143419,76.13756319,3,9494.58569,8843.235713,8162.606266,6685.35655,8447.682849
CHANGAMPALLY VAIDYA BHAVAN,"Changampally Road, Edakkulam, Thirunavaya, Kerala 676301, India",Kerala,676301,0,0,0,0,0,0,0,0,970,Tirur,Malappuram,10.89540755,75.99675428,3,1108.219245,1017.826566,1415.204883,980.0987496,1517.290539
FORMOST POWER SYSTEMS,"Ponnani - Tirur Rd, Keezhillam, Ponnani, Kerala 679586, India",Kerala,679586,0,0,0,0,0,0,0,0,3800,Ponani,Malappuram,10.76278469,75.9335939,3,3692.544981,3341.921007,4148.036991,4327.908781,3776.541076
HOPUZ PRINTERS AND PACKAGES,"SH28, Ramanattukara, Neelangoth, Kerala 673637, India",Kerala,673637,0,0,0,0,0,0,0,0,5268,Ernad,Malappuram,11.17386345,75.90456773,3,6559.610326,6176.451134,4891.558973,6251.328364,5178.381929
IMS TRADING INDIA LLP,"Room No, AP, Golden Square, 1524 Y, Mukkam Road, near SBI Bank, Areekode, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,0,0,406,Ernad,Malappuram,11.22386356,76.05105862,3,1108.219245,508.2851484,51.64756352,1015.15884,0
KAYIL CROCKERY,"Alia Arcade, Machingal - Munduparamba Rd, Munduparamba, Malappuram, Kerala 676505, India",Kerala,676505,0,0,0,0,0,0,0,0,600,Ernad,Malappuram,11.04432015,76.07271958,3,1108.219245,892.7637771,115.8526728,262.0383299,572.9395513
MOGO KIDS,"Thottinkkara, Mampad, Kerala 676542, India",Kerala,676542,0,0,0,0,0,0,0,0,173,Nilambur,Malappuram,11.24328007,76.19810686,3,1108.219245,406.6361756,11.5753587,620.0546127,0
TAASCO ENGINEERING P.LTD.,"4XW8+2WP, Chungam, Kondotty, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,0,1480,Ernad,Malappuram,11.14718034,75.96500935,3,1368.269474,1630.897915,1409.009765,1956.201999,1450.604557
TRI SQUARE GENERAL TRADING,"4XPC+66X, Karipur, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,0,328394,Ernad,Malappuram,11.14718034,75.96500935,3,326795.1938,331624.1488,326650.5657,331431.7504,330807.9204
UNIQUE INVENTIONS AND SERVICES,"Dubaipadi, Ponniakurussi, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,0,0,0,0,0,0,133,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,1108.219245,406.6361756,11.5753587,620.0546127,0
VOILET GARMENTS,"674C+RR8, Emangad Rd, Wandoor, Kerala 679339, India",Kerala,679339,0,0,0,0,0,0,0,0,13817,Nilambur,Malappuram,11.1876748,76.25314723,3,13798.24376,13821.34869,14027.54366,14289.61197,13363.26489
ZULI EXPORTS,"near GLPS Nottappuram, C Building, 12- 281, Pullisseri Rd, Kannamangalam, Kerala 676304, India",Kerala,676304,0,0,0,0,0,0,0,0,28500,Tirurangadi,Malappuram,11.05652043,75.9832663,3,28583.91288,28957.93763,28227.97679,28962.36854,28328.63561
