Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
ALPHA TRADER,588110.0,544754.0,913588.0,1002656.0,987776.0,1129530.0,1502418.0,1671016.0,1556926.0,1665095.574992041,1655532.1560355746,1619677.2983406624,1016605.5617702106,1060321.690886619
ALPHONSA CASHEW INDUSTRIES,2539625.0,1018541.0,280330.0,1930458.0,609573.0,2550365.0,4139521.0,3992731.0,3847159.0,3856499.5398155088,3853618.088522232,3854081.556010955,614728.7114843517,614773.6744299392
ALQ EXPORTERS,2359350.0,2039030.0,1037280.0,580950.0,3405870.0,4118800.0,897030.0,1940100.0,2012500.0,2019061.343701964,2017984.323747937,2012653.7063045788,3381184.9642261304,3341243.925428361
AMAL PLYWOOD,261571.0,1110733.0,1726587.0,1654232.0,1522608.0,1043690.0,760551.0,311708.0,61112.0,63293.762877131,68502.58665819152,68745.15281787177,1513448.944245359,1478276.436693728
AMALGAM FROZEN FOODS P. LTD.,35340.0,44110.0,36025.0,16589.0,22829.0,221549.0,97449.0,28262.0,11550.0,23569.606929447968,23841.05596654048,31996.739401888684,17153.72843550041,11972.27676509472
ANNZ COLORS IMPORTES N DISTRIBBTORS,36315.0,41607.0,45220.0,62589.0,95302.0,74401.0,85810.0,151637.0,62331.0,81601.9607323379,75888.77194287418,79461.70461170608,75439.35279566352,81201.19768482912
APOLLO TYRES LTD.,33443983.0,13450774.0,11118567.0,16626352.0,10494582.0,8055723.0,5403274.0,1900962.0,1988199.0,1997027.6039394944,2014828.1431514127,2027198.0035580809,10510604.829031056,10522654.720360784
APPOOS AGENCIES,59548.0,202249.0,164350.0,182140.0,215551.0,325661.0,341275.0,223550.0,291930.0,274134.8776196832,255780.1736628455,259223.080148172,213771.57760385133,220342.42034841178
ARAFA TRADERS,460224.0,441612.0,214757.0,328920.0,210154.0,159540.0,102695.0,64940.0,85770.0,117629.08490950124,106318.85773762128,95012.42956899852,214039.23442481077,219949.59211654647
ARIHANT BATHWARE,45020.0,13870.0,28096.0,77872.0,142658.0,115987.0,104740.0,152161.0,171030.0,203955.10584515065,215530.31192301505,211046.0351096919,137797.44434565504,136782.9374855858
AROMATICS INGREDIENTS P. LTD.,607604.0,717699.0,919606.0,632728.0,653607.0,486884.0,487130.0,454988.0,461568.0,451183.402996929,443357.55077534256,454192.84324346005,616884.9994584837,652689.6495896971
ASHWITH PAPER PRODUCTS,157455.0,289065.0,619497.0,557518.0,182629.0,137429.0,47660.0,1708410.0,1259117.0,1274175.42099293,1262045.6120720755,1255628.2891134531,181492.21322376,176102.09217309696
ASHWITH TRADE LINKS & SERVICES,2388773.0,1901571.0,2574321.0,1728909.0,1942891.0,976126.0,1279238.0,2489524.0,1675430.0,1645652.6065076117,1646555.8019104614,1651658.6113124469,1950953.4836716685,1970155.2820176226
ASNA TRADERS,211342.0,223081.0,94223.0,164957.0,305126.0,265550.0,169214.0,186844.0,181566.0,188215.80081620428,183136.8939512616,201206.0247215517,284591.1734052076,279113.92351666105
ASPINWALL & COMPANY LTD.,65116.0,114623.0,170187.0,450309.0,89958.0,50700.0,25536.0,63221.0,4003331.0,3983428.862639365,3967649.2986824834,3963332.243760159,65953.28070473974,67323.75958899444
ASSOCIATED RUBBER CHEMICALS (KOCHI),55784.0,38500.0,79310.0,203296.0,280482.0,347879.0,342318.0,203850.0,137968.0,97863.06026618496,114659.69284548271,113802.8702244797,267834.9712798665,278374.8490095389
ATHIRA PLYWOOD,798000.0,674229.0,759153.0,509360.0,413378.0,189170.0,309197.0,166000.0,147448.0,100897.90992749271,99584.33939658511,114975.54669189257,424773.115549976,411186.23424338596
ATLANTIC CARE CHEMICALS,170757.0,282490.0,267142.0,335797.0,192203.0,79250.0,101477.0,108432.0,162648.0,119200.42102899904,130107.12560308678,121414.92719532282,188489.5939017207,183340.00409243116
AVT MCCORMICK INGREDIENTS LTD.,2672727.0,3336454.0,3489038.0,2954486.0,4619077.0,3358235.0,2497297.0,2926954.0,1027582.0,1093523.2428740482,1110585.5274918205,1106284.4781644652,4562132.345624762,4513321.183807925
AVT NATURAL PRODUCTS LTD.,1933739.0,2549589.0,3153779.0,2757507.0,2406082.0,2467548.0,2075734.0,2320315.0,1317189.0,1354687.7005216822,1371068.4452815708,1372561.194075985,2497450.4337218334,2502846.3177887267
BABIN TECHNOLOGIES P. LTD.,158415.0,102889.0,111907.0,102303.0,99527.0,58051.0,50155.0,52814.0,97699.0,83637.61091686215,78199.81283167307,75955.33818645263,115503.60452013709,122252.25274263101
BALAJI ENTERPRISES,2177016.0,2055874.0,1579115.0,1440273.0,919673.0,1105427.0,1159757.0,890164.0,621755.0,597798.541499264,599159.8252121566,580740.549874134,966670.2644124596,983524.8020233748
BASF INDIA LTD.,361675.0,241879.0,45812.0,6295.0,38941.0,63859.0,150871.0,21044.0,207021.0,187569.01767889783,186749.0667781881,194492.9002925389,66212.89090737677,68167.53339452064
BATHX BATHWARE INDIA PVT.LTD,794382.0,860758.0,1179771.0,964276.0,844645.0,575040.0,331160.0,288865.0,176640.0,226334.5402239849,219429.9825887349,229521.79408723183,914324.3282872332,899437.739829901
BENNETT COLEMAN & CO. LTD.,2263130.0,3959835.0,3674588.0,5206900.0,4475446.0,3274299.0,1200950.0,685417.0,862340.0,877892.7337187249,896814.888496489,919340.347708581,4481860.503287787,4459194.8956611175
BEST AGENCIES,99430.0,124304.0,117530.0,89870.0,125210.0,27404.0,79850.0,76670.0,176230.0,156803.11963694636,148263.3914426813,141908.49431938038,153548.57875645638,147448.64672666218
BETA HEALTHCARE PRODUCTS P. LTD.,472868.0,134222.0,222131.0,105354.0,592793.0,491148.0,612855.0,320233.0,358439.0,307679.6064862602,334449.3702665105,322446.79070967494,586362.4494766158,563073.6107435593
BHARAT PETROLEIUM CORPN. (KOCHI REFINERY),11890479.0,5510722.0,4231604.0,1146338.0,3903839.0,2005432.0,893467.0,2364953.0,2363885.0,2380236.8856411297,2384597.360450417,2406797.088467408,3895998.2282103775,3895229.856463044
BHOOPATHY STEELS (P) LTD.,1301940.0,1802209.0,2023930.0,2631620.0,2180552.0,1383665.0,1083605.0,1344140.0,131180.0,104866.6623263812,93103.39059663878,75004.70349103084,2174961.673712953,2164674.533444821
BLASTLINE INDIA P. LTD.,12420.0,6250.0,49945.0,29570.0,44501.0,22314.0,39668.0,72961.0,24205.0,20757.39041943068,27499.54859631997,24227.70261888241,43259.41528514726,38091.732930204715
BODY GEAR INTERNATIONAL P. LTD.,140353.0,147313.0,127190.0,92812.0,112409.0,89421.0,242159.0,311865.0,409751.0,404199.9256065617,391223.2398087935,399536.116478348,130497.61899058848,134123.7442191773
BOS NATURAL FLAVOURS P. LTD.,243589.0,410599.0,270544.0,144066.0,125625.0,411724.0,317004.0,297530.0,258503.0,257234.81937371183,273172.11692147166,264747.7683551988,147956.4370693441,147977.81396662456
BPL MEDICAL  TECHNOLOGIES P. LTD.,148219.0,167686.0,157219.0,44371.0,117101.0,106457.0,34310.0,14192.0,14650.0,0.0,0.0,4546.417021963745,127768.14730284258,136262.30142811523
BTC TRADING COMPANY,1831809.0,3389832.0,2963460.0,1833292.0,3136506.0,1509399.0,1714079.0,1507190.0,1553000.0,1603679.7321112556,1661494.770883418,1694110.5080915163,3105886.559927994,3115510.3469583453
C.M.L. BIOTECH P. LTD.,1705.0,6946.0,75084.0,27730.0,11878.0,41873.0,6608.0,3601.0,24316.0,26512.41851299361,29130.08966292232,29440.24198196968,11918.503781707026,2411.8595911532175
CAR CARE ACCESSORIES,2300.0,12250.0,13300.0,16100.0,14477.0,6338.0,10144.0,9680.0,9631.0,10117.412909161649,10904.37757540436,8809.701454242342,11742.31377866736,9694.01519107318
CARBORUNDUM UNIVERSAL LTD.,7572133.0,7623562.0,8432113.0,12531274.0,27235273.0,27916830.0,22285324.0,41897972.0,51912802.0,49214195.66543432,49213243.62001317,49202945.265315965,33442111.04261445,33435065.016326074
CARNEX TIMBERS PVT LTD,248730.0,167720.0,56209.0,374466.0,303264.0,335950.0,1168779.0,496980.0,469968.0,462164.8866792961,476245.619289805,461347.2790750603,290967.5953163763,303996.2301746267
CEETRON TECHNOLOGIES,23973.0,28463.0,22100.0,22576.0,34940.0,18331.0,18505.0,6000.0,11847.0,11296.340674080886,7956.013162510586,14595.633776159491,28391.34128558217,33215.85812885268
CEYENAR CHEMICALS P. LTD.,1805645.0,3008787.0,4305336.0,4950247.0,7401859.0,5708601.0,4830959.0,6067816.0,6307558.0,6367023.255997137,6423936.699090847,6500291.903236553,7396969.840849773,7467250.714909105
CHOICE TRADING CORPORATION LTD.,20280.0,87504.0,185270.0,193761.0,410874.0,515373.0,270624.0,387384.0,179907.0,208487.66824799115,193607.5216636419,206932.4240230968,383102.5132698356,388121.1915654035
CHRIS MOTORS,12831.0,45574.0,103024.0,167968.0,137330.0,125069.0,125365.0,75394.0,35550.0,20341.67414813093,11613.163919305429,23711.58563298325,125486.91668392264,128593.14196606423
CHRIST MARKETING,74420.0,250090.0,55628.0,118092.0,59783.0,2250.0,20721.0,15986.0,12214.0,5347.986648997292,8625.49588432489,17383.633047064883,66981.09505522752,64444.29727475438
CLASSIC FLOOR FURNISHINGS,87105.0,145571.0,81140.0,33990.0,61955.0,70580.0,11040.0,5600.0,11620.0,0.0,0.0,1023.9276448204182,52956.25190008897,73513.64689993695
CLASSIC PAINT ROLLERS & ALLIED PRODUCTS,20965.0,14621.0,8531.0,6742.0,6204.0,4810.0,8722.0,20221.0,3500.0,0.0,0.0,4567.005805339897,3590.010582562885,4185.349861749797
CLASSIC SOLVENTS P. LTD.,172298.0,230274.0,351881.0,197024.0,436934.0,827358.0,557525.0,607974.0,636568.0,592375.0503519295,576573.3384821533,560427.6286621154,470847.20278195175,445876.3260830279
CLASSY THE ANTIQUE DESIGNED FURNITURE,241658.0,222509.0,268069.0,268794.0,276455.0,124639.0,261482.0,193622.0,150654.0,144906.2241438002,138169.62685215648,157559.35934651655,258150.0237029848,268807.2064646133
COCHIN MINERALS & RUTILE LTD.,43150709.0,23175991.0,3687080.0,28609231.0,50525810.0,48630430.0,45604050.0,35675342.0,10680765.0,10686958.189742662,10684291.445457237,10678805.15857212,50530144.461068034,50510901.75557974
COCHIN RUBBERS,349594.0,224531.0,412383.0,939736.0,788029.0,167002.0,270485.0,1003415.0,425859.0,430442.641343208,423984.4094646033,428361.1872270581,782114.4211423537,768952.7694887128
COCHIN SHIPYARD LTD.,19161618.0,21548811.0,6919396.0,2518765.0,14765725.0,3180654.0,1357177.0,618995.0,2031726.0,2046602.0950162376,2052079.5033476453,2049022.3737518624,14762929.965571042,14756718.57716891
COCHIN TRADERS,699790.0,960980.0,526653.0,931950.0,1219275.0,620100.0,1240200.0,286200.0,620100.0,633955.4969989506,623579.4636087363,604189.4136312632,1223187.7117853782,1223888.72341715
COCO FIBRE TEX,26114.0,64548.0,65733.0,61440.0,72120.0,89560.0,22290.0,44850.0,84985.0,96966.44109937931,87323.28304351936,90937.99095235602,88157.61608991097,87963.20879809826
COCO LATEX EXPORTS P. LTD.,667758.0,189432.0,8960.0,59763.0,135570.0,75186.0,34488.0,140820.0,25280.0,19625.92811125191,24831.3054191682,11667.658806372783,134137.7233112501,129178.07413725811
CORZA INTERNATIONAL,59810.0,188922.0,268614.0,299810.0,267597.0,323085.0,371565.0,438445.0,247825.0,232952.897653154,256605.81941212423,234697.8872623794,248766.68380256067,280798.33649338176
CRAFTEMAN AUTOMATION P. LTD.,97056.0,97056.0,92296.0,421302.0,477284.0,932385.0,1873128.0,1475117.0,552194.0,522073.9975068742,537277.9990755436,546126.6297671861,520462.8409124436,517663.83196971595
CROSSING INTERNATIONAL DISTRIBUTION,39998.0,51732.0,44793.0,87148.0,77577.0,47354.0,30463.0,169651.0,76904.0,107716.27707017145,96997.0995780729,99529.11425226727,72770.25282737112,69294.35088543873
CROWN MARKETING,39430.0,47426.0,50629.0,46346.0,45140.0,44123.0,20400.0,32470.0,7960.0,8762.047066275263,17922.249649967882,22914.268911653548,59552.59816686611,55672.75262259098
CURATECH,540256.0,845500.0,969200.0,2144467.0,1541755.0,1329942.0,1754342.0,1845705.0,1746205.0,1681794.5399574656,1649219.207029158,1674815.924440219,1596714.2467449566,1613283.7920623398
DELTA PLYWOODS  & BOARDS,718004.0,1217173.0,442873.0,189175.0,13040.0,75859.0,13928.0,83707.0,40887.0,73762.50066397816,81075.44570149481,78106.70612946944,1193.887634039973,8331.990540679777
DESAI AGENCIES,658985.0,990533.0,765561.0,1330006.0,3556438.0,1460569.0,741815.0,1735259.0,2544567.0,2537560.4280895963,2536772.2481069374,2539585.810221914,3545010.151575934,3576809.7374675376
DHANYA IMPEX ,34840.0,21538.0,15620.0,19183.0,129976.0,50614.0,51470.0,60713.0,85814.0,76466.81990426627,76575.4213309288,71731.39229418745,125257.03515212076,127195.03789407667
DIAMOND PLYWOODS,392212.0,350856.0,690269.0,672551.0,407333.0,324678.0,380418.0,566971.0,613632.0,598446.4831793739,618703.1822305152,627062.4749146365,435790.25543365045,435374.97780427255
DOBERSUN PRODUCTS P. LTD.,118692.0,87536.0,135455.0,65617.0,179023.0,157630.0,309922.0,363331.0,91409.0,80580.18007739831,79229.86007913516,88052.3647792862,207908.2991968261,205632.61599064665
DUROCAP ROOFING INDIA P. LTD.,130600.0,1037203.0,1195780.0,1515586.0,1589095.0,781337.0,1201325.0,829077.0,266710.0,281201.1330912403,263883.159080934,282841.34812178044,1623219.9879031535,1645255.362251847
DYNAMIC TECHNO MEDICALS P. LTD.,42911.0,38085.0,63312.0,50164.0,118380.0,72948.0,53056.0,76183.0,154761.0,121426.04803878989,126111.52896444847,128724.56866439457,127142.02590276918,126808.02211312484
EC MALL,20003.0,10330.0,11500.0,14600.0,187260.0,23260.0,12125.0,7180.0,24180.0,5368.492196895881,0.0,0.0,197641.93583273783,189391.46335050266
ECO TRADING COMPANY,918388.0,479730.0,383000.0,801880.0,1045018.0,500545.0,811511.0,982729.0,2180900.0,2107502.895356304,2091383.8620467845,2093122.40308243,1042192.7749240318,1062256.8172687287
ECOWOOD EXPORTS (P) LTD.,116591.0,170664.0,227076.0,221597.0,300042.0,170587.0,277930.0,193347.0,294441.0,274352.1276487266,260562.35482613533,274057.8274577522,263875.5305673571,266336.0453829005
EDGE INTERNATIONAL HK,19803.0,12036.0,66604.0,64023.0,18687.0,28439.0,20950.0,17557.0,9820.0,43334.98139735707,30716.73554971814,31730.67045527801,9346.736334917368,15293.964498463552
ELITE FOODS P. LTD.,49377.0,4410.0,19734.0,21007.0,4018.0,15229.0,28566.0,32324.0,29009.0,37935.96386245976,35855.79481814348,38388.96525394195,0.0,6568.624714186997
EMIRATES CEMENTS INDIA P. LTD.,3566100.0,6758750.0,7716239.0,6388900.0,10108890.0,11231670.0,12414530.0,11289400.0,11753860.0,11672977.237025386,11605611.06660354,11546600.786643917,10029525.098937845,9997555.57614621
ENGINEERED ELASTOMER SOLUTIONS COMPANY,16645.0,48583.0,55920.0,21878.0,35360.0,31880.0,161500.0,128430.0,25200.0,35301.53276263259,37177.554222999024,31947.233391279704,51977.246005619294,44996.62362082221
EVEREST INDUSTRIES LTD.,9938567.0,11431746.0,10338232.0,14899696.0,13197454.0,8988379.0,8397402.0,8508231.0,4158524.0,4087796.39878855,4020420.261350499,3946285.147022273,13146844.231215522,13114843.85024658
EVEREST PLYWOOD,52603.0,12258.0,64570.0,33450.0,25977.0,69962.0,95348.0,111369.0,13500.0,7485.333441515453,1835.320826174342,8990.385838803835,40609.95558026491,39458.487512902706
EXCEL INTERNATIONAL,8432.0,39858.0,20349.0,51300.0,131045.0,32580.0,4345.0,19048.0,9688.0,26928.903155772365,21623.137884373544,17493.094295717892,111268.79366043594,112156.63103430066
EXTRA WEAVE P. LTD.,375765.0,590874.0,218452.0,1044628.0,1175295.0,1734544.0,3054393.0,1987410.0,1883504.0,1912455.4847893848,1941235.145229476,1967069.4700189417,1158958.929688048,1164393.0585551679
FABA AGENCIES,188154.0,876058.0,622377.0,763004.0,766115.0,967867.0,1339770.0,963608.0,760334.0,764653.8645861059,759971.0338018148,740491.6624297834,759465.4658580382,787221.7347474331
FACT LTD.,528438293.0,500495619.0,386397832.0,476809302.0,561628719.0,731611905.0,566372010.0,468025210.0,384923357.0,291536007.83243954,291535266.7933747,291534017.8586022,317993975.0516735,317994059.4788882
FAIR MARKETING COMPANY,16582.0,23222.0,19704.0,21409.0,21766.0,14495.0,18847.0,25409.0,5948.0,489.1626983132446,0.0,2647.4121310194023,19288.01835441275,19184.0075546921
FAREAST TRADING EST.,7800.0,252525.0,310100.0,138170.0,163428.0,50310.0,43280.0,42530.0,37985.0,65657.14778680773,59350.78505154932,57166.01558789401,155756.00011043283,172187.80388034764
FCI OEN CONNECTOR LTD.,480252.0,790404.0,1053192.0,1115247.0,541677.0,925697.0,1079179.0,433833.0,200185.0,207085.34950272844,212465.15090729904,194730.9952694153,527641.3808952386,544455.2235308738
FEBIN MARINE FOODS,26540.0,45000.0,10900.0,3140.0,50779.0,28995.0,41730.0,23125.0,13904.0,5425.733140060096,10862.317205565516,4824.200414105901,52333.31292882841,49904.26635053672
FEROKE BOARDS LTD.,6145258.0,6305987.0,7561633.0,8017346.0,9363240.0,5049065.0,7498783.0,4497561.0,6436413.0,6487284.960041616,6521046.24167876,6567698.735163153,9368234.077264016,9374958.6175814
FILTROWIN INDUSTRIES,205962.0,194369.0,340235.0,204260.0,205826.0,305119.0,172521.0,203229.0,187345.0,198537.86350022745,208855.0102700342,206854.26610066416,230840.86386592465,236799.4099513085
FLOORATEX RUBBER & PLASTICS P. LTD.,4080.0,40132.0,18984.0,20120.0,20720.0,148970.0,43020.0,20659.0,20317.0,22115.69341509405,14618.383130802771,11114.00326991023,24980.89332251553,19892.991637073923
FORTUNE MARKETING,5448.0,13544.0,59853.0,52414.0,102871.0,156329.0,180327.0,102418.0,126937.0,110187.13891630583,95888.05220277654,102028.80164373491,120739.77681769326,110706.97620687494
GEMCO RUBBER P. LTD.,355743.0,571094.0,528983.0,587992.0,652680.0,566431.0,199627.0,183043.0,159516.0,158147.94148231088,171798.41029802477,181654.37824527232,633478.3549398996,672288.8047608621
GEMWOOD,336543.0,145667.0,128208.0,143265.0,600505.0,72035.0,573846.0,479503.0,108230.0,105706.48170406323,101479.43190016948,98021.37164266828,598767.2880358356,586100.0107501536
GIRNAR FOOD & BEVERAGES P. LTD.,189475.0,55700.0,56015.0,81738.0,80075.0,95764.0,151392.0,287772.0,122161.0,107858.19518734352,106220.5366798219,102117.7597572822,65183.04276191117,68857.46492987615
GLASS HOUSE,1040748.0,2572014.0,1983320.0,870886.0,1499238.0,1167896.0,1003420.0,734809.0,1080424.0,1064179.562748181,1063305.113561552,1020919.4195323632,1472560.898268618,1417774.4970215282
GLOBAL FURNIMART INDIA PVT.LT,74252.0,68443.0,117420.0,59627.0,10571.0,4840.0,35219.0,25145.0,9000.0,10424.487844328629,4728.167068722658,3444.6242988574086,5429.362829222926,6272.098511861172
GLOBAL TRADING COMPANY,25200.0,25200.0,907260.0,3206870.0,2241000.0,2698170.0,2490146.0,2182468.0,2295255.0,2296805.66451008,2298573.1766500045,2288514.5976076424,2256740.497898601,2272623.5301546003
GLOBAL TRADING CORPORATION,569543.0,90576.0,30310.0,17910.0,13170.0,9830.0,8670.0,18100.0,16428.0,41901.65861498984,43312.255245254026,36754.91874793544,7790.841808032594,11923.390223038383
GOOD WOOD IMPORTS,151781.0,105907.0,542910.0,558579.0,1090458.0,948412.0,795905.0,1249085.0,998059.0,1000025.7658042426,1023016.521623588,1040751.2809605978,1069668.252396125,1076557.316864555
GRACE HOME STYLE TRADE P LTD,123146.0,154345.0,213088.0,174503.0,160262.0,92946.0,48951.0,77858.0,31654.0,16473.865291618742,0.0,2561.5284655340947,141737.20909832045,143319.09471174784
GRAND TOTAL                             ,2713664304.0,2635813697.0,2366701667.0,2511844065.0,2481273539.0,2521187733.0,2341850049.0,2212201513.0,2260327989.0,291536007.83243954,291535266.7933747,291534017.8586022,317993975.0516735,317994059.4788882
GREEN METHOD ENGINEERING (P) LTD.,19584.0,26112.0,26880.0,13440.0,83520.0,6720.0,6720.0,33600.0,20160.0,27982.027088820352,24972.828220326686,32116.164619326824,66697.32398737816,56655.214796357905
GREEN WUD IMPEX,111057.0,26353.0,138364.0,64572.0,188697.0,339217.0,175077.0,116841.0,143929.0,146981.92445420334,135517.83709341031,140063.56305984932,193594.9449934257,186430.84560239187
GREENLAND PARTICLE BOARDS P. LTD.,3930.0,153472.0,262179.0,191446.0,517140.0,271735.0,178364.0,778625.0,709741.0,729605.8199038374,736416.4176316801,750722.9064397628,520029.61992949806,518557.477884788
GTN ENTERPRISES LTD.,1305017.0,3234648.0,2802712.0,2914032.0,3034831.0,1465091.0,2179959.0,1954083.0,1837978.0,1789106.785320548,1778359.5523321817,1757302.0993480608,3028188.188785862,3022147.581624802
GUARDIAN CONTROLS LTD.,33690.0,56439.0,40241.0,41873.0,37677.0,59085.0,29148.0,8958.0,41814.0,33213.785045152414,33980.11547307973,30777.918088319828,46995.61422610178,55211.95957657939
GUJARAT TEA PROCESSORS & PACKERS LTD.,110367.0,56615.0,90296.0,50737.0,89453.0,55900.0,22760.0,43560.0,33760.0,51042.15670833644,51141.66422082938,48155.949488745886,64852.67053646536,62500.09749504761
HABA MARKETING,125510.0,73510.0,88051.0,108893.0,107845.0,84372.0,34191.0,231741.0,111420.0,108073.62087647652,110044.48133759724,117555.89296112442,130946.33133709535,125234.92573459819
HIC ABF SPECIAL FOODS P. LTD.,360804.0,570558.0,44054.0,490382.0,589367.0,177560.0,97957.0,188079.0,103523.0,89069.37707054848,81434.69945318752,88057.06894213543,584677.1177526999,572786.8959135474
HITECH MACHINERIES AND EQUIPMENTS,109791.0,65620.0,75795.0,155659.0,430702.0,1002414.0,522290.0,787206.0,1290070.0,1291236.180791608,1300837.2135504594,1318378.0236270677,429225.2739023444,420951.9203263273
HLL LIFECARE LTD.,605754.0,339353.0,559661.0,396086.0,350820.0,298582.0,135858.0,279657.0,147778.0,136090.6562569443,137613.6570887484,146600.77267495974,353259.35116684786,371683.41876847623
HORIZON INTERNATIONAL ,128700.0,10510024.0,3651591.0,381308.0,134948.0,1264767.0,503096.0,1714210.0,2023563.0,2005624.4871680064,2003666.829537307,2001045.8179071103,122741.04959399474,122955.19436023582
HYBRID COATINGS,274030.0,429824.0,462076.0,332212.0,221770.0,109987.0,92220.0,56080.0,38080.0,55954.16210724984,56622.0758214565,56343.586183445295,218950.19725179847,210420.74863254477
HYGIENE PACKS,1177517.0,1816727.0,3445350.0,3437550.0,4236463.0,1693199.0,1667679.0,2117197.0,2232632.0,2186942.599751094,2146004.7862221627,2122999.3757390026,4214500.241766116,4254419.910500909
HYKON INDIA (P) LTD.,5739.0,17557.0,161814.0,111768.0,27100.0,180671.0,292467.0,226458.0,63205.0,60305.520589998574,60640.08430641121,57022.475141663104,47360.2165227544,54157.031792115304
INDIAN FRUITS,98504.0,201271.0,397850.0,414894.0,315296.0,174756.0,47460.0,251996.0,268601.0,259453.43014672177,262987.74071756564,272214.6283534914,334133.6027665081,329652.10031236534
INDIAN PRODUCTS P. LTD.,872732.0,1690543.0,2546542.0,2384270.0,3548116.0,4331261.0,4523186.0,3045623.0,2723570.0,2669261.6919931867,2670865.730291948,2658677.510664372,3453516.2508222554,3408844.6806194517
