Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude,Cluster,2024,2025,2026,2027,2028
GLOBAL TEC ENGINEERING,"near Calicut University, 4VRM+RWV hajiyar valavu, Kozhikode, Thenhipalam, Kerala 673636, India",Kerala,673636,0,0,0,1910,0,140,1858,0,0,Tirurangadi,Malappuram,11.11847254,75.89196135,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
HADI EXPORTS LLP,"Sundaram Finance Building, 44C7+7W5, Calicut Rd, Karuvambram, Manjeri, Kerala 676517, India",Kerala,676517,0,0,0,61794,26000,0,0,0,0,Ernad,Malappuram,11.08187811,76.06632697,3,0,7.883637351,13.12035303,13.588609,0
K.C.COCONUT PRODUCTS,"Kc coconut products, Kumminiparamba, Padinharathara, Karipur, Kerala 673638, India",Kerala,673638,0,0,0,120844,67959,35893,71280,83231,90892,Ernad,Malappuram,11.14718034,75.96500935,3,90927.97336,91157.42672,90973.34708,90930.40283,91094.00532
RAIQA EXPORTS,"MK Arcade, near Tirurangadi Oriental School, Tirurangadi, Kerala 676306, India",Kerala,676306,0,0,0,12759,7020,6573,14281,25279,0,Tirurangadi,Malappuram,11.0458387,75.92468944,3,8.733384641,7.975534157,9.132408295,7.180527008,7.910320837
GLOBE C INDIA INTERNATIONAL,"SRCM MANJERI CENTRE, Ajantha Building, C H Bypass, Kuthukal, Manjeri, Kerala 676121, India",Kerala,676121,0,0,0,0,5974,0,0,0,0,Ernad,Malappuram,11.12231884,76.11755347,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
K.K.TECH ENGINEERING COMPANY,"Kakkadampuram, Bus Stop, Kondotty - Tirurangadi Rd, Abdul Rahiman Nagar, Kerala 676305, India",Kerala,676305,0,0,0,0,4790,0,0,0,0,Tirurangadi,Malappuram,11.0670391,75.96129558,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
PEGADO FIXING SOLUTIONS,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",Kerala,679578,0,0,0,0,553042,613975,1069748,435258,172600,Ponnani,Malappuram,10.79523984,76.02876521,3,169383.5775,177609.2806,179854.9224,170098.5683,173679.1283
UNITY APPARELS,"X3XP+P8V, Kerala 676503, India",Kerala,676503,0,0,0,0,646,161,0,1324,1508,Tirur,Malappuram,10.99830405,76.01255697,3,1579.269118,1572.360156,1602.769262,1555.68395,1574.351407
VYTTAL AQUA SYSTEM,"Calicut Rd, Thurakkal, Manjeri, Kerala 676517, India",Kerala,676517,0,0,0,0,400,0,0,0,180,Ernad,Malappuram,11.08187811,76.06632697,3,192.7492625,202.6281223,189.5760951,186.863283,187.3999328
ACM NATURAL PRODUCTS,"ACM Valley Vazhakunnu Pulipadam, Mampad, Kerala 676542, India",Kerala,676542,0,0,0,0,0,1135,6600,10177,0,Nilambur,Malappuram,11.24328007,76.19810686,3,8.929050757,7.975534157,9.132408295,7.286311502,7.910320837
AGHORI TRADING,"11/701, Tirur, Thirunavaya, Kerala 676108, India",Kerala,676108,0,0,0,0,0,476,0,0,0,Tirur,Malappuram,10.85767042,75.951353,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
ALUNGAL SPICES&OIL MILLS,"Poocholamad, Kannamangalam, Kerala 676304, India",Kerala,676304,0,0,0,0,0,67080,13920,0,0,Tirurangadi,Malappuram,11.05652043,75.9832663,3,0,0,7.334380085,0,10.12351513
BHARATH MARKETING,"Kozhikode - Malappuram - Palakkad Hwy, Pathaikkara, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,0,0,0,10023,0,0,48000,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,48007.24101,48049.01402,48083.04525,47912.49762,47879.51281
EUROTECH POLYMERS,"5574+2MX, Elankur, Kerala 676122, India",Kerala,676122,0,0,0,0,0,1956,0,0,0,Ernad,Malappuram,11.12206813,76.15194397,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
PROMPT TRADING COMPANY,"N.A ARCADE, Govt. Veterinary Hospital Rd, CHELARI, Thenhipalam, Chelari, Kerala 673636, India",Kerala,673636,0,0,0,0,0,1190,0,0,0,Tirurangadi,Malappuram,11.11847254,75.89196135,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
YUHAB CRAFTING LLP,"Kallikkadu Road, Malabar Street, Elamkulam, Kerala 679340, India",Kerala,679340,0,0,0,0,0,5856,0,0,0,Perintalmanna,Malappuram,10.91233826,76.23797408,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
ZAMANI EXPORTS LLC,"4WPQ+2GM, EMEA College - Airport Rd, Karipur, Kerala 673647, India",Kerala,673647,0,0,0,0,0,99887,196633,0,0,Tirurangadi,Malappuram,11.12038804,75.93486729,3,0,0,13.19999102,0,0
ZUVA INTERNATIONAL,"76GF+GVC, Nilambur, Kerala 679329, India",Kerala,679329,0,0,0,0,0,15457,0,37641,47793,Nilambur,Malappuram,11.28537084,76.23027299,3,47986.35395,48011.37701,47968.64434,47860.66121,47913.61479
CATLYST CHEMICAL INDUSTRIES,"MASHREQ TRADE CENTRE CALICUT ROAD, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,0,0,0,0,26756,0,16000,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,16061.18562,16070.50222,16071.05508,16083.40741,16075.82046
MAC AGRO TECH,"mac agro tech, Kavanur, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,2000,0,1570,Ernad,Malappuram,11.22386356,76.05105862,3,1579.269118,1572.360156,1602.769262,1555.68395,1574.351407
PLANEX ASSOCIAES INDIA P.LTD.,"Perinchoor Rd, Pookkottumpadam, Amarambalam, Kerala 679332, India",Kerala,679332,0,0,0,0,0,0,4369,0,0,Nilambur,Malappuram,11.1941912,76.29018179,3,8.929050757,7.975534157,9.132408295,7.286311502,7.910320837
PRISTINE TROPICAL FRUITS AND AGRO PRODUCTS,"66RH+J3, Mampad, Kerala 676542, India",Kerala,676542,0,0,0,0,0,0,53464,534520,950654,Nilambur,Malappuram,11.24328007,76.19810686,3,970673.8819,966630.2152,969157.8583,967332.4603,967571.5773
ROWLINE SOLUTIONS,"Karthala, thozhuvanoor P. O, Valanchery, Athavanad, Kerala 676552, India",Kerala,676552,0,0,0,0,0,0,10517,905,3280,Tirur,Malappuram,10.90293421,76.05797083,3,3282.800891,3298.965562,3282.607503,3276.127331,3275.914978
SERVYOND IMPEX,"DOOR NO:VII / 151A KUMMINIPARAMBA PO Karipur, Kondotty, Karipur, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,27720,0,0,Ernad,Malappuram,11.14718034,75.96500935,3,8.929050757,7.975534157,9.132408295,7.180527008,5.891836262
SILIVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,2150,0,0,Perintalmanna,Malappuram,11.05331471,76.29075262,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
SULVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,5054,0,0,Perintalmanna,Malappuram,11.05331471,76.29075262,3,8.929050757,7.975534157,9.132408295,7.286311502,7.910320837
ARTISE INTERIORS & EXTERIORS,"near Police Station, Changaramkulam, Alamcode, Kerala 679585, India",Kerala,679585,0,0,0,0,0,0,0,13250,3910,Ponani,Malappuram,10.75000093,76.02477622,3,3985.665341,3995.37874,3986.523579,3979.419752,3963.415687
FIAKON EXIM LLP,"AREEKODE mukkom road, pallippadi, 62XW+377, Pathanapuram, Kizhuparamba, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,0,227350,0,Ernad,Malappuram,11.22386356,76.05105862,3,0,0,235.9915982,0,0
FRESCO EXPORTERS LLP,"30/375 Manakkadavan Building Kuruppath, Kondotty Post Malappuram Dt, Kondotty, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,694371,1248132,Ernad,Malappuram,11.14718034,75.96500935,3,1270416.318,1274192.421,1271065.227,1264724.835,1262654.773
HI - LOOMS TECHNOLOGIES LLP,"326W+7C2, Inkel City, Malappuram, Kerala 676519, India",Kerala,676519,0,0,0,0,0,0,0,628,3798,Ernad,Malappuram,11.05071221,76.03817599,3,3776.049001,3785.7624,3776.907239,3769.803412,3753.799347
M.S.GOLD TECH,"Pallipadi, Edavannappara, Kerala 673645, India",Kerala,673645,0,0,0,0,0,0,0,2850,0,Ernad,Malappuram,11.23626075,75.97598094,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
OSCAR FARM TRADERS,"CENTRE 9/417, PO, near SHIFA DENTAL CLINIC, J,I, Maranchery, Kerala 679581, India",Kerala,679581,0,0,0,0,0,0,0,265410,595917,Ponani,Malappuram,10.7395503,75.97170584,3,603887.7585,597704.7372,594709.0396,595328.0495,600483.143
REGAL EXPORTERS,"Manathparamba Edayur north (po) ,valanchery, Valanchery, Kerala 676552, India",Kerala,676552,0,0,0,0,0,0,0,13030,146468,Tirur,Malappuram,10.90293421,76.05797083,3,145529.8233,145569.1928,145830.9867,145944.6901,146220.3601
SILVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,0,8526,11050,Perintalmanna,Malappuram,11.05331471,76.29075262,3,11088.2103,11070.53083,11088.33733,11109.9807,11088.7534
ZAHRA HOLIDAYS,"2X2W+34G, Tirur - Malappuram - Manjeri Rd, Choothupara, Kottakkal, Changuvetty, Kerala 676503, India",Kerala,676503,0,0,0,0,0,0,0,162,0,Tirur,Malappuram,10.99830405,76.01255697,3,7.817164783,7.975534157,8.069322365,7.286311502,7.910320837
AMBIT N  LIFESCIENCES,"Door No 130, Mangattiri, Tirur, Kerala 676105, India",Kerala,676105,0,0,0,0,0,0,0,0,88443,Tirur,Malappuram,10.89965556,75.91357082,3,87553.99069,87671.2422,87756.2372,88165.32787,88368.8716
AYAMON INDIA POLYMERS,"Paloor Kotta, PP 10-520 B-8, PO, INDUSTRIAL DEVELOPMENT PLOT, Palachode, Kerala 679338, India",Kerala,679338,0,0,0,0,0,0,0,0,8172,Perinthalmanna,Malappuram,10.95143419,76.13756319,3,8142.462327,8096.296568,8139.511212,8155.11854,8129.054955
CHANGAMPALLY VAIDYA BHAVAN,"Changampally Road, Edakkulam, Thirunavaya, Kerala 676301, India",Kerala,676301,0,0,0,0,0,0,0,0,970,Tirur,Malappuram,10.89540755,75.99675428,3,944.1063174,944.1166829,926.9530984,938.7082666,910.8717425
FORMOST POWER SYSTEMS,"Ponnani - Tirur Rd, Keezhillam, Ponnani, Kerala 679586, India",Kerala,679586,0,0,0,0,0,0,0,0,3800,Ponani,Malappuram,10.76278469,75.9335939,3,3776.049001,3785.7624,3776.907239,3769.803412,3753.799347
HOPUZ PRINTERS AND PACKAGES,"SH28, Ramanattukara, Neelangoth, Kerala 673637, India",Kerala,673637,0,0,0,0,0,0,0,0,5268,Ernad,Malappuram,11.17386345,75.90456773,3,5223.963895,5266.555764,5244.902802,5251.629541,5230.917245
IMS TRADING INDIA LLP,"Room No, AP, Golden Square, 1524 Y, Mukkam Road, near SBI Bank, Areekode, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,0,0,406,Ernad,Malappuram,11.22386356,76.05105862,3,404.9908667,401.1364727,400.4318279,401.0207805,396.2852582
KAYIL CROCKERY,"Alia Arcade, Machingal - Munduparamba Rd, Munduparamba, Malappuram, Kerala 676505, India",Kerala,676505,0,0,0,0,0,0,0,0,600,Ernad,Malappuram,11.04432015,76.07271958,3,593.1288032,615.3804147,575.024813,602.1105569,577.8075581
MOGO KIDS,"Thottinkkara, Mampad, Kerala 676542, India",Kerala,676542,0,0,0,0,0,0,0,0,173,Nilambur,Malappuram,11.24328007,76.19810686,3,192.7492625,202.6281223,189.5760951,186.863283,187.3999328
TAASCO ENGINEERING P.LTD.,"4XW8+2WP, Chungam, Kondotty, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,0,1480,Ernad,Malappuram,11.14718034,75.96500935,3,1484.24647,1464.698175,1448.102904,1461.999998,1456.377533
TRI SQUARE GENERAL TRADING,"4XPC+66X, Karipur, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,0,328394,Ernad,Malappuram,11.14718034,75.96500935,3,329967.0624,328959.1388,329383.3464,329534.4146,329863.9414
UNIQUE INVENTIONS AND SERVICES,"Dubaipadi, Ponniakurussi, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,0,0,0,0,0,0,133,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,139.3597309,137.4145725,127.4907375,131.5244673,135.8759433
VOILET GARMENTS,"674C+RR8, Emangad Rd, Wandoor, Kerala 679339, India",Kerala,679339,0,0,0,0,0,0,0,0,13817,Nilambur,Malappuram,11.1876748,76.25314723,3,14015.82533,14022.80352,14011.22772,14014.86426,14021.80163
ZULI EXPORTS,"near GLPS Nottappuram, C Building, 12- 281, Pullisseri Rd, Kannamangalam, Kerala 676304, India",Kerala,676304,0,0,0,0,0,0,0,0,28500,Tirurangadi,Malappuram,11.05652043,75.9832663,3,28544.83314,28517.83753,28536.70244,28669.10836,28519.78767
