Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude,Cluster,2024,2025,2026,2027,2028
MARJAN EXPORTS,"Jubilee Rd, Pallippuram, Angadipuram, Perintalmanna, Kerala 679322, India",Kerala,679322,224600,0,0,0,0,0,0,0,0,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,0,0,0,0,0
PANDIKKAD TRADERS,"Pandikkad, Kerala 676521, India",Kerala,676521,1122558,2137137,4038108,4285914,3875733,4661616,6565141,6200472,8403501,Ernad,Malappuram,11.10610616,76.2180062,3,8403501,8403501,8403501,8403501,8403501
SAFAR RUBBERS,"5VHR+J8C, Neelangoth, Kerala 673637, India",Kerala,673637,8022,0,0,0,0,0,0,0,0,Ernad,Malappuram,11.17386345,75.90456773,3,0,7.95E-11,0,0,0
SHARAFIYA TRADING,"Eriyad, Porur, Kerala 679328, India",Kerala,679328,91072,130225,164816,96762,119042,173892,251711,207219,141507,Nilambur,Malappuram,11.18633304,76.23256802,3,141507,141507,141507,141507,141507
SONA EXPORTERS,"P2MW+H75, Changaramkulam, Kerala 679591, India",Kerala,679591,615507,638491,538235,527126,572348,409197,385798,526980,546689,Ponnani,Malappuram,10.73268804,76.05281177,3,546689,546689,546689,546689,546689
TRENDZ FURNITURE WORLD,"327G+XWF, Oorakam, Kerala 676519, India",Kerala,676519,3129,0,0,0,0,0,0,0,0,Ernad,Malappuram,11.05071221,76.03817599,3,0,8.43E-11,0,0,0
AIFFA PLASTICS,"BUILDING NO.13 PEEKEYZ TOWER ROOM NO.130-133 GROUND FLOOR KURIYODAM - AYIKKARAPPADI P.O, Kerala 673637, India",Kerala,673637,0,43859,0,0,0,0,11144,18938,0,Ernad,Malappuram,11.17386345,75.90456773,3,0,8.17E-11,0,0,0
LOHASHILPI,"W7J5+G4W, Anamangad, Aliparamba, Kerala 679357, India",Kerala,679357,0,7951,0,1950,6588,5435,1205,2464,0,Perintalmanna,Malappuram,10.94409734,76.30212905,3,0,7.21E-11,0,0,0
ORBIZ AUTOMOTIVEZ,"Ernad Taluk, Plot No 23/A, Inkel City Rd, Panakkad, Malappuram, Kerala 676519, India",Kerala,676519,0,460,0,932,3048,1280,5629,201,72104,Ernad,Malappuram,11.05071221,76.03817599,3,72104,72104,72104,72104,72104
PARISONS FOODS PVT LTD,"Kinfra Industrial Park, Kakkanchery, Kerala 673634, India",Kerala,673634,0,3499919,801050,0,0,86395,30675,364174,272860,Tirurangadi,Malappuram,11.14419871,75.88203878,3,272860,272860,272860,272860,272860
MALABAR NATURAL FOODS P.LTD.,"Plot No. 26, Kinfra Techno Industrial Park, Chelembra, P.O, Kakkanchery, Malappuram, Kozhikode, Kerala 673636, India",Kerala,673636,0,0,149323,244879,352924,439108,540245,586607,592797,Tirurangadi,Malappuram,11.11847254,75.89196135,3,592797,592797,592797,592797,592797
POOMAS TRADE LINKS,"Tanur Madathil Rd, near Stadium, Thazhepalam, Tirur, Kerala 676107, India",Kerala,676107,0,0,502,0,0,0,0,0,0,Tirur,Malappuram,10.9207365,75.91594423,3,0,8.87E-11,0,0,0
SURYA TOOLS CENTRE,"Vyabharabavan Bldg. Ground floor NH road, Dt, Puthanathani, Kerala 676552, India",Kerala,676552,0,0,4730,6869,10877,141,0,1275,1532,Tirur,Malappuram,10.90293421,76.05797083,3,1532,1532,1532,1532,1532
TIRUR COCONUT TRADERS,"WWMP+M2M, Thalakkadathur, Tirur, Kerala 676103, India",Kerala,676103,0,0,28000,56000,0,84000,0,0,0,Tirur,Malappuram,10.92247123,75.95460782,3,0,0,0,0,0
UNICLEAN HYGIENE SOLUTIONS,"United tower 2nd floor .opposit highway hypermarket, Mannarkkad Rd, KSHB Colony, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,56895,0,1658,10989,27250,124131,91207,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,91207,91207,91207,91207,91207
CALICUT CARGO SERVICES,"Calicut Airport Rd, Padinharathara, Karipur, Kerala 673647, India",Kerala,673647,0,0,0,17450,0,0,0,0,0,Tirurangadi,Malappuram,11.12038804,75.93486729,3,0,4.79E-11,0,0,0
GLOBAL TEC ENGINEERING,"near Calicut University, 4VRM+RWV hajiyar valavu, Kozhikode, Thenhipalam, Kerala 673636, India",Kerala,673636,0,0,0,1910,0,140,1858,0,0,Tirurangadi,Malappuram,11.11847254,75.89196135,3,0,8.10E-11,0,0,0
HADI EXPORTS LLP,"Sundaram Finance Building, 44C7+7W5, Calicut Rd, Karuvambram, Manjeri, Kerala 676517, India",Kerala,676517,0,0,0,61794,26000,0,0,0,0,Ernad,Malappuram,11.08187811,76.06632697,3,0,0,0,0,0
K.C.COCONUT PRODUCTS,"Kc coconut products, Kumminiparamba, Padinharathara, Karipur, Kerala 673638, India",Kerala,673638,0,0,0,120844,67959,35893,71280,83231,90892,Ernad,Malappuram,11.14718034,75.96500935,3,90892,90892,90892,90892,90892
RAIQA EXPORTS,"MK Arcade, near Tirurangadi Oriental School, Tirurangadi, Kerala 676306, India",Kerala,676306,0,0,0,12759,7020,6573,14281,25279,0,Tirurangadi,Malappuram,11.0458387,75.92468944,3,0,4.68E-11,0,0,0
GLOBE C INDIA INTERNATIONAL,"SRCM MANJERI CENTRE, Ajantha Building, C H Bypass, Kuthukal, Manjeri, Kerala 676121, India",Kerala,676121,0,0,0,0,5974,0,0,0,0,Ernad,Malappuram,11.12231884,76.11755347,3,0,8.20E-11,0,0,0
K.K.TECH ENGINEERING COMPANY,"Kakkadampuram, Bus Stop, Kondotty - Tirurangadi Rd, Abdul Rahiman Nagar, Kerala 676305, India",Kerala,676305,0,0,0,0,4790,0,0,0,0,Tirurangadi,Malappuram,11.0670391,75.96129558,3,0,8.31E-11,0,0,0
PEGADO FIXING SOLUTIONS,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",Kerala,679578,0,0,0,0,553042,613975,1069748,435258,172600,Ponnani,Malappuram,10.79523984,76.02876521,3,172600,172600,172600,172600,172600
UNITY APPARELS,"X3XP+P8V, Kerala 676503, India",Kerala,676503,0,0,0,0,646,161,0,1324,1508,Tirur,Malappuram,10.99830405,76.01255697,3,1508,1508,1508,1508,1508
VYTTAL AQUA SYSTEM,"Calicut Rd, Thurakkal, Manjeri, Kerala 676517, India",Kerala,676517,0,0,0,0,400,0,0,0,180,Ernad,Malappuram,11.08187811,76.06632697,3,180,180,180,180,180
ACM NATURAL PRODUCTS,"ACM Valley Vazhakunnu Pulipadam, Mampad, Kerala 676542, India",Kerala,676542,0,0,0,0,0,1135,6600,10177,0,Nilambur,Malappuram,11.24328007,76.19810686,3,0,8.54E-11,0,0,0
AGHORI TRADING,"11/701, Tirur, Thirunavaya, Kerala 676108, India",Kerala,676108,0,0,0,0,0,476,0,0,0,Tirur,Malappuram,10.85767042,75.951353,3,0,8.69E-11,0,0,0
ALUNGAL SPICES&OIL MILLS,"Poocholamad, Kannamangalam, Kerala 676304, India",Kerala,676304,0,0,0,0,0,67080,13920,0,0,Tirurangadi,Malappuram,11.05652043,75.9832663,3,0,2.03E-11,0,0,0
BHARATH MARKETING,"Kozhikode - Malappuram - Palakkad Hwy, Pathaikkara, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,0,0,0,10023,0,0,48000,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,48000,48000,48000,48000,48000
EUROTECH POLYMERS,"5574+2MX, Elankur, Kerala 676122, India",Kerala,676122,0,0,0,0,0,1956,0,0,0,Ernad,Malappuram,11.12206813,76.15194397,3,0,8.58E-11,0,0,0
PROMPT TRADING COMPANY,"N.A ARCADE, Govt. Veterinary Hospital Rd, CHELARI, Thenhipalam, Chelari, Kerala 673636, India",Kerala,673636,0,0,0,0,0,1190,0,0,0,Tirurangadi,Malappuram,11.11847254,75.89196135,3,0,8.64E-11,0,0,0
YUHAB CRAFTING LLP,"Kallikkadu Road, Malabar Street, Elamkulam, Kerala 679340, India",Kerala,679340,0,0,0,0,0,5856,0,0,0,Perintalmanna,Malappuram,10.91233826,76.23797408,3,0,8.27E-11,0,0,0
ZAMANI EXPORTS LLC,"4WPQ+2GM, EMEA College - Airport Rd, Karipur, Kerala 673647, India",Kerala,673647,0,0,0,0,0,99887,196633,0,0,Tirurangadi,Malappuram,11.12038804,75.93486729,3,0,0,0,0,0
ZUVA INTERNATIONAL,"76GF+GVC, Nilambur, Kerala 679329, India",Kerala,679329,0,0,0,0,0,15457,0,37641,47793,Nilambur,Malappuram,11.28537084,76.23027299,3,47793,47793,47793,47793,47793
CATLYST CHEMICAL INDUSTRIES,"MASHREQ TRADE CENTRE CALICUT ROAD, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,0,0,0,0,26756,0,16000,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,16000,16000,16000,16000,16000
MAC AGRO TECH,"mac agro tech, Kavanur, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,2000,0,1570,Ernad,Malappuram,11.22386356,76.05105862,3,1570,1570,1570,1570,1570
PLANEX ASSOCIAES INDIA P.LTD.,"Perinchoor Rd, Pookkottumpadam, Amarambalam, Kerala 679332, India",Kerala,679332,0,0,0,0,0,0,4369,0,0,Nilambur,Malappuram,11.1941912,76.29018179,3,0,8.30E-11,0,0,0
PRISTINE TROPICAL FRUITS AND AGRO PRODUCTS,"66RH+J3, Mampad, Kerala 676542, India",Kerala,676542,0,0,0,0,0,0,53464,534520,950654,Nilambur,Malappuram,11.24328007,76.19810686,3,950654,950654,950654,950654,950654
ROWLINE SOLUTIONS,"Karthala, thozhuvanoor P. O, Valanchery, Athavanad, Kerala 676552, India",Kerala,676552,0,0,0,0,0,0,10517,905,3280,Tirur,Malappuram,10.90293421,76.05797083,3,3280,3280,3280,3280,3280
SERVYOND IMPEX,"DOOR NO:VII / 151A KUMMINIPARAMBA PO Karipur, Kondotty, Karipur, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,27720,0,0,Ernad,Malappuram,11.14718034,75.96500935,3,0,5.97E-11,0,0,0
SILIVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,2150,0,0,Perintalmanna,Malappuram,11.05331471,76.29075262,3,0,8.52E-11,0,0,0
SULVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,5054,0,0,Perintalmanna,Malappuram,11.05331471,76.29075262,3,0,8.23E-11,0,0,0
ARTISE INTERIORS & EXTERIORS,"near Police Station, Changaramkulam, Alamcode, Kerala 679585, India",Kerala,679585,0,0,0,0,0,0,0,13250,3910,Ponani,Malappuram,10.75000093,76.02477622,3,3910,3910,3910,3910,3910
FIAKON EXIM LLP,"AREEKODE mukkom road, pallippadi, 62XW+377, Pathanapuram, Kizhuparamba, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,0,227350,0,Ernad,Malappuram,11.22386356,76.05105862,3,0,2.12E-10,0,0,0
FRESCO EXPORTERS LLP,"30/375 Manakkadavan Building Kuruppath, Kondotty Post Malappuram Dt, Kondotty, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,694371,1248132,Ernad,Malappuram,11.14718034,75.96500935,3,1248132,1248132,1248132,1248132,1248132
HI - LOOMS TECHNOLOGIES LLP,"326W+7C2, Inkel City, Malappuram, Kerala 676519, India",Kerala,676519,0,0,0,0,0,0,0,628,3798,Ernad,Malappuram,11.05071221,76.03817599,3,3798,3798,3798,3798,3798
M.S.GOLD TECH,"Pallipadi, Edavannappara, Kerala 673645, India",Kerala,673645,0,0,0,0,0,0,0,2850,0,Ernad,Malappuram,11.23626075,75.97598094,3,0,8.89E-11,0,0,0
OSCAR FARM TRADERS,"CENTRE 9/417, PO, near SHIFA DENTAL CLINIC, J,I, Maranchery, Kerala 679581, India",Kerala,679581,0,0,0,0,0,0,0,265410,595917,Ponani,Malappuram,10.7395503,75.97170584,3,595917,595917,595917,595917,595917
REGAL EXPORTERS,"Manathparamba Edayur north (po) ,valanchery, Valanchery, Kerala 676552, India",Kerala,676552,0,0,0,0,0,0,0,13030,146468,Tirur,Malappuram,10.90293421,76.05797083,3,146468,146468,146468,146468,146468
SILVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,0,8526,11050,Perintalmanna,Malappuram,11.05331471,76.29075262,3,11050,11050,11050,11050,11050
ZAHRA HOLIDAYS,"2X2W+34G, Tirur - Malappuram - Manjeri Rd, Choothupara, Kottakkal, Changuvetty, Kerala 676503, India",Kerala,676503,0,0,0,0,0,0,0,162,0,Tirur,Malappuram,10.99830405,76.01255697,3,0,8.74E-11,0,0,0
AMBIT N  LIFESCIENCES,"Door No 130, Mangattiri, Tirur, Kerala 676105, India",Kerala,676105,0,0,0,0,0,0,0,0,88443,Tirur,Malappuram,10.89965556,75.91357082,3,88443,88443,88443,88443,88443
AYAMON INDIA POLYMERS,"Paloor Kotta, PP 10-520 B-8, PO, INDUSTRIAL DEVELOPMENT PLOT, Palachode, Kerala 679338, India",Kerala,679338,0,0,0,0,0,0,0,0,8172,Perinthalmanna,Malappuram,10.95143419,76.13756319,3,8172,8172,8172,8172,8172
CHANGAMPALLY VAIDYA BHAVAN,"Changampally Road, Edakkulam, Thirunavaya, Kerala 676301, India",Kerala,676301,0,0,0,0,0,0,0,0,970,Tirur,Malappuram,10.89540755,75.99675428,3,970,970,970,970,970
FORMOST POWER SYSTEMS,"Ponnani - Tirur Rd, Keezhillam, Ponnani, Kerala 679586, India",Kerala,679586,0,0,0,0,0,0,0,0,3800,Ponani,Malappuram,10.76278469,75.9335939,3,3800,3800,3800,3800,3800
HOPUZ PRINTERS AND PACKAGES,"SH28, Ramanattukara, Neelangoth, Kerala 673637, India",Kerala,673637,0,0,0,0,0,0,0,0,5268,Ernad,Malappuram,11.17386345,75.90456773,3,5268,5268,5268,5268,5268
IMS TRADING INDIA LLP,"Room No, AP, Golden Square, 1524 Y, Mukkam Road, near SBI Bank, Areekode, Kerala 673639, India",Kerala,673639,0,0,0,0,0,0,0,0,406,Ernad,Malappuram,11.22386356,76.05105862,3,406,406,406,406,406
KAYIL CROCKERY,"Alia Arcade, Machingal - Munduparamba Rd, Munduparamba, Malappuram, Kerala 676505, India",Kerala,676505,0,0,0,0,0,0,0,0,600,Ernad,Malappuram,11.04432015,76.07271958,3,600,600,600,600,600
MOGO KIDS,"Thottinkkara, Mampad, Kerala 676542, India",Kerala,676542,0,0,0,0,0,0,0,0,173,Nilambur,Malappuram,11.24328007,76.19810686,3,173,173,173,173,173
TAASCO ENGINEERING P.LTD.,"4XW8+2WP, Chungam, Kondotty, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,0,1480,Ernad,Malappuram,11.14718034,75.96500935,3,1480,1480,1480,1480,1480
TRI SQUARE GENERAL TRADING,"4XPC+66X, Karipur, Kerala 673638, India",Kerala,673638,0,0,0,0,0,0,0,0,328394,Ernad,Malappuram,11.14718034,75.96500935,3,328394,328394,328394,328394,328394
UNIQUE INVENTIONS AND SERVICES,"Dubaipadi, Ponniakurussi, Perintalmanna, Kerala 679322, India",Kerala,679322,0,0,0,0,0,0,0,0,133,Perinthalmanna,Malappuram,10.97792925,76.22854857,3,133,133,133,133,133
VOILET GARMENTS,"674C+RR8, Emangad Rd, Wandoor, Kerala 679339, India",Kerala,679339,0,0,0,0,0,0,0,0,13817,Nilambur,Malappuram,11.1876748,76.25314723,3,13817,13817,13817,13817,13817
ZULI EXPORTS,"near GLPS Nottappuram, C Building, 12- 281, Pullisseri Rd, Kannamangalam, Kerala 676304, India",Kerala,676304,0,0,0,0,0,0,0,0,28500,Tirurangadi,Malappuram,11.05652043,75.9832663,3,28500,28500,28500,28500,28500
